index   scene   spawn   music   title   fadein  fadeout 
0x0301      19       0      go      on       2       2
0x0302      19       0      go      on       2       2
0x0303      19       0      go      on       2       2
0x0304      19       0      go      on       2       2
0x0305      21       0      go      on       2       2
0x0306      21       0      go      on       2       2
0x0307      21       0      go      on       2       2
0x0308      21       0      go      on       2       2
0x0309      87       6    stop      on       4       2
0x030A      87       6    stop      on       4       2
0x030B      87       6    stop      on       4       2
0x030C      87       6    stop      on       4       2
0x030D      58       0    stop      on       2      32
0x030E      58       0    stop      on       2      32
0x030F      58       0    stop      on       2      32
0x0310      58       0    stop      on       2      32
0x0311      81      14      go      on       3       3
0x0312      81      14      go      on       3       3
0x0313      81      14      go      on       3       3
0x0314      81      14      go      on       3       3
0x0315      59       0    stop      on       2       2
0x0316      59       0    stop      on       2       2
0x0317      59       0    stop      on       2       2
0x0318      59       0    stop      on       2       2
0x0319      59       0    stop      on       2       2
0x031A      59       0    stop      on       2       2
0x031B      59       0    stop      on       2       2
0x031C      63       0    stop      on       2      38
0x031D      63       0    stop      on       2      38
0x031E      63       0    stop      on       2      38
0x031F      63       0    stop      on       2      38
0x0320      67       3    stop      on       2       2
0x0321      67       3    stop      on       2       2
0x0322      67       3    stop      on       2       2
0x0323      67       3    stop      on       2       2
0x0324      67       4    stop      on       2       2
0x0325      67       4    stop      on       2       2
0x0326      67       4    stop      on       2       2
0x0327      67       4    stop      on       2       2
0x0328      88       4    stop      on      44      44
0x0329      88       4    stop      on      44      44
0x032A      88       4    stop      on      44      44
0x032B      88       4    stop      on      44      44
0x032C      26       2      go      on       2       2
0x032D      26       2      go      on       2       2
0x032E      26       2      go      on       2       2
0x032F      26       2      go      on       2       2
0x0330      26       3      go      on       2       2
0x0331      26       3      go      on       2       2
0x0332      26       3      go      on       2       2
0x0333      26       3      go      on       2       2
0x0334      26       4      go      on       2       2
0x0335      26       4      go      on       2       2
0x0336      26       4      go      on       2       2
0x0337      26       4      go      on       2       2
0x0338      85       7    stop     off       4       4
0x0339      85       7    stop     off       4       4
0x033A      85       7    stop     off       4       4
0x033B      85       7    stop     off       4       4
0x033C      85       8    stop     off       4       4
0x033D      85       8    stop     off       4       4
0x033E      85       8    stop     off       4       4
0x033F      85       8    stop     off       4       4
0x0340      95       2    stop      on       2       2
0x0341      95       2    stop      on       2       2
0x0342     100       2    stop      on       2       2
0x0343     100       2    stop      on       2       2
0x0344      95       2    stop      on       0       0
0x0345      82       5    stop      on       4       2
0x0346      82       5    stop      on       4       2
0x0347      82       5    stop      on       4       2
0x0348      82       5    stop      on       4       2
0x0349      82       6    stop      on       4       2
0x034A      82       6    stop      on       4       2
0x034B      82       6    stop      on       4       2
0x034C      82       6    stop      on       4       2
0x034D      82       7    stop      on       4       2
0x034E      82       7    stop      on       4       2
0x034F      82       7    stop      on       4       2
0x0350      82       7    stop      on       4       2
0x0351      82       8    stop      on       4       2
0x0352      82       8    stop      on       4       2
0x0353      82       8    stop      on       4       2
0x0354      82       8    stop      on       4       2
0x0355      83       2    stop      on       4       2
0x0356      83       2    stop      on       4       2
0x0357      83       2    stop      on       4       2
0x0358      83       2    stop      on       4       2
0x0359      83       3    stop      on       3       3
0x035A      83       3    stop      on       3       3
0x035B      83       3    stop      on       3       3
0x035C      83       3    stop      on       3       3
0x035D      83       4    stop      on       3       3
0x035E      83       4    stop      on       3       3
0x035F      83       4    stop      on       3       3
0x0360      83       4    stop      on       3       3
0x0361      83       5    stop      on       3       3
0x0362      83       5    stop      on       3       3
0x0363      83       5    stop      on       3       3
0x0364      83       5    stop      on       3       3
0x0365      94       1      go      on      14      14
0x0366      94       1      go      on      14      14
0x0367      94       1      go      on      14      14
0x0368      94       1      go      on      14      14
0x0369      94       2    stop      on      14      14
0x036A      94       2    stop      on      14      14
0x036B      94       2    stop      on      14      14
0x036C      94       2    stop      on      14      14
0x036D      60       0    stop      on       3       3
0x036E      60       0    stop      on       3       3
0x036F      60       0    stop      on       3       3
0x0370      60       0    stop      on       3       3
0x0371      61       0    stop      on       2       2
0x0372      61       0    stop      on       2       2
0x0373      61       0    stop      on       2       2
0x0374      61       0    stop      on       2       2
0x0375      61       0    stop      on       2       2
0x0376      61       0    stop      on       2       2
0x0377      61       0    stop      on       2       2
0x0378      99       4    stop      on       4       2
0x0379      99       4    stop      on       4       2
0x037A      99       4    stop      on       4       2
0x037B      99       4    stop      on       4       2
0x037C      46       0    stop      on       4      32
0x037D      46       0    stop      on       4      32
0x037E      46       0    stop      on       4      32
0x037F      46       0    stop      on       4      32
0x0380      47       0    stop      on       4       4
0x0381      47       0    stop      on       4       4
0x0382      47       0    stop      on       4       4
0x0383      47       0    stop      on       4       4
0x0384      48       0    stop     off       4      32
0x0385      48       0    stop     off       4      32
0x0386      48       0    stop      on       4      32
0x0387      48       0    stop      on       4      32
0x0388      49       0    stop      on       4      32
0x0389      49       0    stop      on       4      32
0x038A      49       0    stop      on       4      32
0x038B      49       0    stop      on       4      32
0x038C      30       4    stop      on       4       2
0x038D      31       4    stop      on       4       2
0x038E      30       4    stop      on       4       2
0x038F      31       4    stop      on       4       2
0x0390      50       0    stop      on       2       2
0x0391      50       0    stop      on       2       2
0x0392      50       0    stop      on       2       2
0x0393      50       0    stop      on       2       2
0x0394      89       5    stop      on       3       3
0x0395      89       5    stop      on       3       3
0x0396      89       5    stop      on       3       3
0x0397      89       5    stop      on       3       3
0x0398      53       0    stop      on       4       2
0x0399      53       0    stop      on       4       2
0x039A      53       0    stop      on       4       2
0x039B      53       0    stop      on       4       2
0x039C      55       0    stop      on       4      32
0x039D      55       0    stop      on       4      32
0x039E      55       0    stop      on       4      32
0x039F      55       0    stop      on       4      32
0x03A0      57       0    stop      on       4       4
0x03A1      57       0    stop      on       4       4
0x03A2      57       0    stop      on       4       4
0x03A3      57       0    stop      on       4       4
0x03A4      93      13    stop      on       3       3
0x03A5      93      13    stop      on       2       2
0x03A6      93      13    stop      on       3       3
0x03A7      93      13    stop      on       2       2
0x03A8      93      14    stop      on       3       5
0x03A9      93      14    stop      on       2       4
0x03AA      93      14    stop      on       3       5
0x03AB      93      14    stop      on       2       4
0x03AC      93      15      go      on      15      15
0x03AD      93      15      go      on      15      15
0x03AE      93      15      go      on      15      15
0x03AF      93      15      go      on      15      15
0x03B0      93      16    stop      on       2       2
0x03B1      93      16    stop      on       2       2
0x03B2      93      16    stop      on       2       2
0x03B3      93      16    stop      on       2       2
0x03B4      93      17    stop      on       2       2
0x03B5      93      17    stop      on       2       2
0x03B6      93      17    stop      on       2       2
0x03B7      93      17    stop      on       2       2
0x03B8      32       6    stop      on       4       2
0x03B9      33       6    stop      on       4       2
0x03BA      34       6    stop      on       4       2
0x03BB      34       6    stop      on       4       2
0x03BC      32       7    stop      on       4       2
0x03BD      33       7    stop      on       4       2
0x03BE      34       7    stop      on       4       2
0x03BF      34       7    stop      on       4       2
0x03C0      30       2    stop      on       4       2
0x03C1      31       2    stop      on       4       2
0x03C2      30       2    stop      on       3       3
0x03C3      31       2    stop      on       2       2
0x03C4      88       2    stop      on       2       2
0x03C5      88       2    stop      on       2       2
0x03C6      88       2    stop      on       2       2
0x03C7      88       2    stop      on       2       2
0x03C8      87       3    stop      on       3       3
0x03C9      87       3    stop      on       3       3
0x03CA      87       3    stop      on       3       3
0x03CB      87       3    stop      on       3       3
0x03CC      87       4    stop      on       4       2
0x03CD      87       4    stop      on       4       2
0x03CE      87       4    stop      on       4       2
0x03CF      87       4    stop      on       4       2
0x03D0      90       4    stop      on       4       2
0x03D1      90       4    stop      on       4       2
0x03D2      90       4    stop      on       4       2
0x03D3      90       4    stop      on       4       2
0x03D4      89       3    stop      on       3       3
0x03D5      89       3    stop      on       2       2
0x03D6      89       3    stop      on       3       3
0x03D7      89       3    stop      on       2       2
0x03D8      89       4    stop      on       2       2
0x03D9      89       4    stop      on       2       2
0x03DA      89       4    stop      on       2       2
0x03DB      89       4    stop      on       2       2
0x03DC      14       4      go      on       2       2
0x03DD      14       4      go      on       2       2
0x03DE      14       4      go      on       2       2
0x03DF      14       4      go      on       2       2
0x03E0      14       5      go      on       2       2
0x03E1      14       5      go      on       2       2
0x03E2      14       5      go      on       2       2
0x03E3      14       5      go      on       2       2
0x03E4      14       6      go      on       2       2
0x03E5      14       6      go      on       2       2
0x03E6      14       6      go      on       2       2
0x03E7      14       6      go      on       2       2
0x03E8      48       1    stop     off       4      32
0x03E9      48       1    stop     off       4      32
0x03EA      48       1    stop      on       4      32
0x03EB      48       1    stop      on       4      32
0x03EC      48       2    stop     off       4      32
0x03ED      48       2    stop     off       4      32
0x03EE      48       2    stop      on       4      32
0x03EF      48       2    stop      on       4      32
0x03F0       6       2    stop     off       2       2
0x03F1       6       2    stop     off       2       2
0x03F2       6       2    stop     off       2       2
0x03F3       6       2    stop     off       2       2
0x03F4       6       3    stop     off       2       2
0x03F5       6       3    stop     off       2       2
0x03F6       6       3    stop     off       2       2
0x03F7       6       3    stop     off       2       2
0x03F8       6       4    stop      on       2       2
0x03F9       6       4    stop      on       2       2
0x03FA       6       4    stop      on       2       2
0x03FB       6       4    stop      on       2       2
0x03FC      98       2    stop      on       4       2
0x03FD      98       2    stop      on       4       2
0x03FE      98       2    stop      on       4       2
0x03FF      98       2    stop      on       4       2
0x0400      74       0    stop      on       3       3
0x0401      74       0    stop      on       2       2
0x0402      74       0    stop      on       3       3
0x0403      74       0    stop      on       2       2
0x0404      74       0    stop      on       3       3
0x0405      74       0    stop      on       3       3
0x0406      74       0    stop      on       3       3
0x0407       2       1      go      on       2       2
0x0408       2       1      go      on       2       2
0x0409       2       1      go      on       2       2
0x040A       2       1      go      on       2       2
0x040B      18       0      go     off       2       2
0x040C      18       0      go     off       2       2
0x040D      18       0      go     off       2       2
0x040E      18       0      go     off       2       2
0x040F      17       0      go     off       2       2
0x0410      17       0      go     off       2       2
0x0411      17       0      go     off       2       2
0x0412      17       0      go     off       2       2
0x0413      24       0      go      on       2       2
0x0414      24       0      go      on       2       2
0x0415      24       0      go      on       2       2
0x0416      24       0      go      on       2       2
0x0417      22       0      go      on       2       2
0x0418      22       0      go      on       2       2
0x0419      22       0      go      on       2       2
0x041A      22       0      go      on       2       2
0x041B      10       0    stop      on       2       2
0x041C      10       0    stop      on       2       2
0x041D      10       0    stop      on       2       2
0x041E      10       0    stop      on       2       2
0x041F      25       0      go      on       2       2
0x0420      25       0      go      on       2       2
0x0421      25       0      go      on       2       2
0x0422      25       0      go      on       2       2
0x0423       5       1      go      on       3       2
0x0424       5       1      go      on       2       2
0x0425       5       1      go      on       3       2
0x0426       5       1      go      on       2       2
0x0427      10       1      go      on       2       2
0x0428      10       1      go      on       2       2
0x0429      10       1      go      on       2       2
0x042A      10       1      go      on       2       2
0x042B      10       2    stop      on       2       2
0x042C      10       2    stop      on       2       2
0x042D      10       2    stop      on       2       2
0x042E      10       2    stop      on       2       2
0x042F      99       5    stop      on       4       2
0x0430      99       5    stop      on       4       2
0x0431      99       5    stop      on       4       2
0x0432      99       5    stop      on       4       2
0x0433      40       0    stop      on       4       4
0x0434      40       0    stop      on       4       4
0x0435      40       0    stop      on       4       4
0x0436      40       0    stop      on       4       4
0x0437      41       0    stop      on       4       4
0x0438      41       0    stop      on       4       4
0x0439      41       0    stop      on       4       4
0x043A      41       0    stop      on       4       4
0x043B      43       0    stop      on       4      32
0x043C      43       0    stop      on       4      32
0x043D      43       0    stop      on       4      32
0x043E      43       0    stop      on       4      32
0x043F      26       0      go      on       2       2
0x0440      26       0      go      on       2       2
0x0441      26       0      go      on       2       2
0x0442      26       0      go      on       2       2
0x0443      85       9    stop     off       4       4
0x0444      85       9    stop     off       4       4
0x0445      85       9    stop     off       4       4
0x0446      85       9    stop     off       4       4
0x0447      85      10    stop     off       4       4
0x0448      85      10    stop     off       4       4
0x0449      85      10    stop     off       4       4
0x044A      85      10    stop     off       4       4
0x044B      82       9    stop      on       4       4
0x044C      82       9    stop      on       4       4
0x044D      82       9    stop      on       4       4
0x044E      82       9    stop      on       4       4
0x044F      72       0    stop      on       2      38
0x0450      72       0    stop      on       2      38
0x0451      72       0    stop      on       2      38
0x0452      72       0    stop      on       2      38
0x0453      72       1    stop      on       4      32
0x0454      72       1    stop      on       4      32
0x0455      72       1    stop      on       4      32
0x0456      72       1    stop      on       4      32
0x0457      85      11    stop      on       4       2
0x0458      85      11    stop      on       4       2
0x0459      85      11    stop      on       4       2
0x045A      85      11    stop      on       4       2
0x045B      96       4    stop      on       2       2
0x045C      96       4    stop      on       2       2
0x045D      96       4    stop      on       2       2
0x045E      96       4    stop      on       2       2
0x045F      73       0    stop      on       2      32
0x0460      73       0    stop      on       2      32
0x0461      73       0    stop      on       2      32
0x0462      73       0    stop      on       2      32
0x0463      82      10    stop      on       4       2
0x0464      82      10    stop      on       4       2
0x0465      82      10    stop      on       4       2
0x0466      82      10    stop      on       4       2
0x0467      13       0    stop      on       4       2
0x0468      13       0    stop      on       4       2
0x0469      13       0    stop      on       4       2
0x046A      13       0    stop      on       4       2
0x046B      13       0    stop      on       4       2
0x046C      13       0    stop      on       4       2
0x046D      13       0    stop      on       4       2
0x046E      13       0    stop      on       4       2
0x046F      13       0    stop      on       4       2
0x0470      13       0    stop      on       4       2
0x0471      13       0    stop      on       4       2
0x0472      35       1    stop      on       4       2
0x0473      36       1    stop      on       4       2
0x0474      37       1    stop      on       4       2
0x0475      37       1    stop      on       4       2
0x0476      81      15    stop      on       5       5
0x0477      81      15    stop      on       4       2
0x0478      81      15    stop      on       5       5
0x0479      81      15    stop      on       4       2
0x047A      96       5    stop      on       4       2
0x047B      96       5    stop      on       4       2
0x047C      96       5    stop      on       4       2
0x047D      96       5    stop      on       4       2
0x047E      95       4    stop      on       3       3
0x047F      95       4    stop      on       2       2
0x0480     100       4    stop      on       2       2
0x0481     100       4    stop      on       2       2
0x0482      97       3    stop      on       2       2
0x0483      97       3    stop      on       2       2
0x0484      97       3    stop      on       2       2
0x0485      97       3    stop      on       2       2
0x0486      12       0    stop      on       2       2
0x0487      12       0    stop      on       2       2
0x0488      12       0    stop      on       2       2
0x0489      12       0    stop      on       2       2
0x048A      12       1    stop      on       2       2
0x048B      12       1    stop      on       2       2
0x048C      12       1    stop      on       2       2
0x048D      12       1    stop      on       2       2
0x048E      12       2    stop      on       2       2
0x048F      12       2    stop      on       2       2
0x0490      12       2    stop      on       2       2
0x0491      12       2    stop      on       2       2
0x0492      12       3    stop      on       2       2
0x0493      12       3    stop      on       2       2
0x0494      12       3    stop      on       2       2
0x0495      12       3    stop      on       2       2
0x0496      12       4    stop      on       2       2
0x0497      12       4    stop      on       2       2
0x0498      12       4    stop      on       2       2
0x0499      12       4    stop      on       2       2
0x049A      12       5    stop      on       2       2
0x049B      12       5    stop      on       2       2
0x049C      12       5    stop      on       2       2
0x049D      12       5    stop      on       2       2
0x049E      12       6    stop      on       2       2
0x049F      12       6    stop      on       2       2
0x04A0      12       6    stop      on       2       2
0x04A1      12       6    stop      on       2       2
0x04A2      12       7    stop      on       2       2
0x04A3      12       7    stop      on       2       2
0x04A4      12       7    stop      on       2       2
0x04A5      12       7    stop      on       2       2
0x04A6      12       8    stop      on       2       2
0x04A7      12       8    stop      on       2       2
0x04A8      12       8    stop      on       2       2
0x04A9      12       8    stop      on       2       2
0x04AA      12       9    stop      on       2       2
0x04AB      12       9    stop      on       2       2
0x04AC      12       9    stop      on       2       2
0x04AD      12       9    stop      on       2       2
0x04AE      12      10    stop      on       2       2
0x04AF      12      10    stop      on       2       2
0x04B0      12      10    stop      on       2       2
0x04B1      12      10    stop      on       2       2
0x04B2      12      11    stop      on       2       2
0x04B3      12      11    stop      on       2       2
0x04B4      12      11    stop      on       2       2
0x04B5      12      11    stop      on       2       2
0x04B6      14       7      go      on       2       2
0x04B7      14       7      go      on       2       2
0x04B8      14       7      go      on       2       2
0x04B9      14       7      go      on       2       2
0x04BA      26       1      go      on       2       2
0x04BB      26       1      go      on       2       2
0x04BC      26       1      go      on       2       2
0x04BD      26       1      go      on       2       2
0x04BE      59       1    stop      on       2       2
0x04BF      59       1    stop      on       2       2
0x04C0      59       1    stop      on       2       2
0x04C1      59       1    stop      on       2       2
0x04C2      59       2    stop      on       2       2
0x04C3      59       2    stop      on       2       2
0x04C4      59       2    stop      on       2       2
0x04C5      59       2    stop      on       2       2
0x04C6      91       4    stop      on       2       2
0x04C7      91       4    stop      on       2       2
0x04C8      91       4    stop      on       2       2
0x04C9      91       4    stop      on       2       2
0x04CA      99       6    stop     off       2      38
0x04CB      99       6    stop     off       2      38
0x04CC      99       6    stop     off       2      38
0x04CD      99       6    stop     off       2      38
0x04CE      99       7    stop     off      46      46
0x04CF      99       7    stop     off      46      46
0x04D0      99       7    stop     off      46      46
0x04D1      99       7    stop     off      46      46
0x04D2      91       5    stop      on       2       2
0x04D3      91       5    stop      on       2       2
0x04D4      91       5    stop      on       2       2
0x04D5      91       5    stop      on       2       2
0x04D6      91       6    stop      on      44      44
0x04D7      91       6    stop      on      44      44
0x04D8      91       6    stop      on      44      44
0x04D9      91       6    stop      on      44      44
0x04DA      91       7    stop      on      44      44
0x04DB      91       7    stop      on      44      44
0x04DC      91       7    stop      on      44      44
0x04DD      91       7    stop      on      44      44
0x04DE      91       8    stop     off       2       2
0x04DF      91       8    stop     off       2       2
0x04E0      91       8    stop     off       2       2
0x04E1      91       8    stop     off       2       2
0x04E2      98       3    stop      on      44      44
0x04E3      98       3    stop      on      44      44
0x04E4      98       3    stop      on      44      44
0x04E5      98       3    stop      on      44      44
0x04E6      87       5    stop      on       2       2
0x04E7      87       5    stop      on       2       2
0x04E8      87       5    stop      on       2       2
0x04E9      87       5    stop      on       2       2
0x04EA       7       3    stop      on       2       2
0x04EB       7       3    stop      on       2       2
0x04EC       7       3    stop      on       2       2
0x04ED       7       3    stop      on       2       2
0x04EE      82      11    stop      on       4       2
0x04EF      82      11    stop      on       4       2
0x04F0      82      11    stop      on       4       2
0x04F1      82      11    stop      on       4       2
0x04F2      59       3    stop      on       2       2
0x04F3      59       3    stop      on       2       2
0x04F4      59       3    stop      on       2       2
0x04F5      59       3    stop      on       2       2
0x04F6      97       4    stop      on       2       2
0x04F7      97       4    stop      on       2       2
0x04F8      97       4    stop      on       2       2
0x04F9      97       4    stop      on       2       2
0x04FA      95       3    stop      on       3       3
0x04FB      95       3    stop      on       2       2
0x04FC     100       3    stop      on       2       2
0x04FD     100       3    stop      on       2       2
0x04FE      95       3    stop      on       0       0
0x04FF      82      12    stop      on       4       2
0x0500      82      12    stop      on       4       2
0x0501      82      12    stop      on       4       2
0x0502      82      12    stop      on       4       2
0x0503      72       2      go      on       4      32
0x0504      72       2      go      on       4      32
0x0505      72       2      go      on       4      32
0x0506      72       2      go      on       4      32
0x0507      75       0    stop      on       4      32
0x0508      75       0    stop      on       4      32
0x0509      75       0    stop      on       4      32
0x050A      75       0    stop      on       4      32
0x050B      83       6    stop      on       3       3
0x050C      83       6    stop      on       3       3
0x050D      83       6    stop      on       3       3
0x050E      83       6    stop      on       3       3
0x050F      81      16    stop      on      11      11
0x0510      81      16    stop      on      11      11
0x0511      81      16    stop      on      11      11
0x0512      81      16    stop      on      11      11
0x0513      82      13    stop      on       3       3
0x0514      82      13    stop      on       2       2
0x0515      82      13    stop      on       3       3
0x0516      82      13    stop      on       2       2
0x0517      79       0    stop      on       3       3
0x0518      79       0    stop      on       3       3
0x0519      79       0    stop      on       3       3
0x051A      79       0    stop      on       3       3
0x051B      79       0    stop      on       3       3
0x051C      26       6      go      on       2       2
0x051D      26       6      go      on       2       2
0x051E      26       6      go      on       2       2
0x051F      26       6      go      on       2       2
0x0520     102       0    stop      on       2       2
0x0521     102       0    stop      on       2       2
0x0522     102       0    stop      on       2       2
0x0523     102       0    stop      on       2       2
0x0524      26       7      go      on       2       2
0x0525      26       7      go      on       2       2
0x0526      26       7      go      on       2       2
0x0527      26       7      go      on       2       2
0x0528      50       1    stop      on       2       2
0x0529      50       1    stop      on       2       2
0x052A      50       1    stop      on       2       2
0x052B      50       1    stop      on       2       2
0x052C      44       1    stop      on       4      32
0x052D      44       1    stop      on       4      32
0x052E      44       1    stop      on       4      32
0x052F      44       1    stop      on       4      32
0x0530      51       0    stop      on       4      32
0x0531      51       0    stop      on       4      32
0x0532      51       0    stop      on       4      32
0x0533      51       0    stop      on       4      32
0x0534      13       1    stop     off       4       2
0x0535      13       1    stop     off       4       2
0x0536      13       1    stop     off       4       2
0x0537      13       1    stop     off       4       2
0x0538      13       2    stop      on       4       2
0x0539      13       2    stop      on       4       2
0x053A      13       2    stop      on       4       2
0x053B      13       2    stop      on       4       2
0x053C      13       3    stop      on       4       2
0x053D      13       3    stop      on       4       2
0x053E      13       3    stop      on       4       2
0x053F      13       3    stop      on       4       2
0x0540      13       4    stop      on       4       2
0x0541      13       4    stop      on       4       2
0x0542      13       4    stop      on       4       2
0x0543      13       4    stop      on       4       2
0x0544      13       5    stop      on       4       2
0x0545      13       5    stop      on       4       2
0x0546      13       5    stop      on       4       2
0x0547      13       5    stop      on       4       2
0x0548      13       6    stop      on       4       2
0x0549      13       6    stop      on       4       2
0x054A      13       6    stop      on       4       2
0x054B      13       6    stop      on       4       2
0x054C      13       7    stop      on       4       2
0x054D      13       7    stop      on       4       2
0x054E      13       7    stop      on       4       2
0x054F      13       7    stop      on       4       2
0x0550      80       0    stop      on       4      32
0x0551      80       0    stop      on       4      32
0x0552      80       0    stop      on       4      32
0x0553      80       0    stop      on       4      32
0x0554      82      14    stop      on       3       3
0x0555      82      14    stop      on       2       2
0x0556      82      14    stop      on       3       3
0x0557      82      14    stop      on       2       2
0x0558      99       8    stop     off      32      32
0x0559      99       8    stop     off      32      32
0x055A      99       8    stop     off      32      32
0x055B      99       8    stop     off      32      32
0x055C      99       9    stop     off       2       2
0x055D      99       9    stop     off       2       2
0x055E      99       9    stop     off       2       2
0x055F      99       9    stop     off       2       2
0x0560      87       7    stop      on      44      44
0x0561      87       7    stop      on      44      44
0x0562      87       7    stop      on      44      44
0x0563      87       7    stop      on      44      44
0x0564      97       5    stop      on       2       2
0x0565      97       5    stop      on       2       2
0x0566      97       5    stop      on       2       2
0x0567      97       5    stop      on       2       2
0x0568      83       7    stop      on       3       3
0x0569      83       7    stop      on       3       3
0x056A      83       7    stop      on       3       3
0x056B      83       7    stop      on       3       3
0x056C      15       0      go      on       2       2
0x056D      15       0      go      on       2       2
0x056E      15       0      go      on       2       2
0x056F      15       0      go      on       2       2
0x0570      12      12    stop      on       2       2
0x0571      12      12    stop      on       2       2
0x0572      12      12    stop      on       2       2
0x0573      12      12    stop      on       2       2
0x0574      65       1    stop      on       2       2
0x0575      65       1    stop      on       2       2
0x0576      65       1    stop      on       2       2
0x0577      65       1    stop      on       2       2
0x0578      61       1    stop      on       4       4
0x0579      61       1    stop      on       4       4
0x057A      61       1    stop      on       4       4
0x057B      61       1    stop      on       4       4
0x057C      92       7    stop      on       3       3
0x057D      92       7    stop      on       2       2
0x057E      92       7    stop      on       3       3
0x057F      92       7    stop      on       2       2
0x0580      83       8    stop      on       3       3
0x0581      83       8    stop      on       3       3
0x0582      83       8    stop      on       3       3
0x0583      83       8    stop      on       3       3
0x0584       3       2    stop      on       2       2
0x0585       3       2    stop      on       2       2
0x0586       3       2    stop      on       2       2
0x0587       3       2    stop      on       2       2
0x0588      61       2    stop      on       2       2
0x0589      61       2    stop      on       2       2
0x058A      61       2    stop      on       2       2
0x058B      61       2    stop      on       2       2
0x058C      67       5    stop      on       2       2
0x058D      67       5    stop      on       2       2
0x058E      67       5    stop      on       2       2
0x058F      67       5    stop      on       2       2
0x0590      67       6    stop      on       2       2
0x0591      67       6    stop      on       2       2
0x0592      67       6    stop      on       2       2
0x0593      67       6    stop      on       2       2
0x0594      81      17    stop      on       3       3
0x0595      81      17    stop      on       2       2
0x0596      81      17    stop      on       3       3
0x0597      81      17    stop      on       2       2
0x0598      62       1    stop      on       2       2
0x0599      62       1    stop      on       2       2
0x059A      62       1    stop      on       2       2
0x059B      62       1    stop      on       2       2
0x059C      62       2    stop      on       2       2
0x059D      62       2    stop      on       2       2
0x059E      62       2    stop      on       2       2
0x059F      62       2    stop      on       2       2
0x05A0      62       3    stop      on       2       2
0x05A1      62       3    stop      on       2       2
0x05A2      62       3    stop      on       2       2
0x05A3      62       3    stop      on       2       2
0x05A4      62       4    stop      on       2       2
0x05A5      62       4    stop      on       2       2
0x05A6      62       4    stop      on       2       2
0x05A7      62       4    stop      on       2       2
0x05A8      62       5    stop      on       2       3
0x05A9      62       5    stop      on       2       3
0x05AA      62       5    stop      on       2       3
0x05AB      62       5    stop      on       2       3
0x05AC      62       6    stop      on       2       2
0x05AD      62       6    stop      on       2       2
0x05AE      62       6    stop      on       2       2
0x05AF      62       6    stop      on       2       2
0x05B0      62       7    stop      on       2       2
0x05B1      62       7    stop      on       2       2
0x05B2      62       7    stop      on       2       2
0x05B3      62       7    stop      on       2       2
0x05B4      62       8    stop      on       2       2
0x05B5      62       8    stop      on       2       2
0x05B6      62       8    stop      on       2       2
0x05B7      62       8    stop      on       2       2
0x05B8      62       9    stop      on       2       2
0x05B9      62       9    stop      on       2       2
0x05BA      62       9    stop      on       2       2
0x05BB      62       9    stop      on       2       2
0x05BC      62      10    stop      on       2       2
0x05BD      62      10    stop      on       2       2
0x05BE      62      10    stop      on       2       2
0x05BF      62      10    stop      on       2       2
0x05C0      62      11    stop      on       2       2
0x05C1      62      11    stop      on       2       2
0x05C2      62      11    stop      on       2       2
0x05C3      62      11    stop      on       2       2
0x05C4      62      12    stop      on       2       2
0x05C5      62      12    stop      on       2       2
0x05C6      62      12    stop      on       2       2
0x05C7      62      12    stop      on       2       2
0x05C8      55       1    stop      on       4      32
0x05C9      55       1    stop      on       4      32
0x05CA      55       1    stop      on       4      32
0x05CB      55       1    stop      on       4      32
0x05CC       8       1    stop      on       4       4
0x05CD       8       1    stop      on       4       4
0x05CE       8       1    stop      on       4       4
0x05CF       8       1    stop      on       4       4
0x05D0      76       1    stop      on       4      32
0x05D1      76       1    stop      on       4      32
0x05D2      76       1    stop      on       4      32
0x05D3      76       1    stop      on       4      32
0x05D4      99      10    stop      on       4       2
0x05D5      99      10    stop      on       4       2
0x05D6      99      10    stop      on       4       2
0x05D7      99      10    stop      on       4       2
0x05D8       9       1    stop      on       2       2
0x05D9       9       1    stop      on       2       2
0x05DA       9       1    stop      on       2       2
0x05DB       9       1    stop      on       2       2
0x05DC      82      15    stop      on       3       3
0x05DD      82      15    stop      on       2       2
0x05DE      82      15    stop      on       3       3
0x05DF      82      15    stop      on       2       2
0x05E0      91       9    stop     off       2       2
0x05E1      91       9    stop     off       2       2
0x05E2      91       9    stop     off       2       2
0x05E3      91       9    stop     off       2       2
0x05E4      76       2    stop      on       4      32
0x05E5      76       2    stop      on       4      32
0x05E6      76       2    stop      on       4      32
0x05E7      76       2    stop      on       4      32
0x05E8      85      12    stop      on       4       2
0x05E9      85      12    stop      on       4       2
0x05EA      85      12    stop      on       4       2
0x05EB      85      12    stop      on       4       2
0x05EC      23       2      go      on       2       2
0x05ED      23       2      go      on       2       2
0x05EE      23       2      go      on       2       2
0x05EF      23       2      go      on       2       2
0x05F0      74       1    stop     off       3       3
0x05F1      74       1    stop     off       2       2
0x05F2      74       1    stop     off       3       3
0x05F3      74       1    stop     off       2       2
0x05F4      67       7    stop      on       2       2
0x05F5      67       7    stop      on       2       2
0x05F6      67       7    stop      on       2       2
0x05F7      67       7    stop      on       2       2
0x05F8      93      18    stop      on       2       2
0x05F9      93      18    stop      on       2       2
0x05FA      93      18    stop      on       2       2
0x05FB      93      18    stop      on       2       2
0x05FC      62      13    stop      on       2       2
0x05FD      62      13    stop      on       2       2
0x05FE      62      13    stop      on       2       2
